"id","group","expLabels","condition","order","set","gender","age","race","engNative","ole","parentEd","trial_type","trial_index","image1","image2","sound1","sound2","sound","correct","selected_image","response_location","accuracy","firstPres","secondPres","thirdPres"
"p602","kids","Exp1","Unstructured",2,2,"F",4.369863014,"White",NA,"no","bachelors","test",5,"picture8.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,2,8,11
"p602","kids","Exp1","Unstructured",2,2,"F",4.369863014,"White",NA,"no","bachelors","test",6,"picture4.jpg","picture3.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","right",1,4,6,11
"p602","kids","Exp1","Unstructured",2,2,"F",4.369863014,"White",NA,"no","bachelors","test",7,"picture1.jpg","picture7.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","left",1,3,7,12
"p602","kids","Exp1","Unstructured",2,2,"F",4.369863014,"White",NA,"no","bachelors","test",8,"picture1.jpg","picture6.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","right",1,4,7,9
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",1,"picture2.jpg","picture8.jpg","word2.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",2,"picture4.jpg","picture5.jpg","word5.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",3,"picture1.jpg","picture7.jpg","word1.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",4,"picture6.jpg","picture3.jpg","word3.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",5,"picture7.jpg","picture2.jpg","word7.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",6,"picture5.jpg","picture3.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",7,"picture6.jpg","picture1.jpg","word6.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",8,"picture4.jpg","picture8.jpg","word8.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",9,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",10,"picture5.jpg","picture2.jpg","word2.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",11,"picture4.jpg","picture3.jpg","word3.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","training",12,"picture1.jpg","picture8.jpg","word8.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",1,"picture1.jpg","picture7.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","left",1,3,7,12
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",2,"picture1.jpg","picture6.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","right",1,4,7,9
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",3,"picture8.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture8.jpg","left",0,2,8,11
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",4,"picture6.jpg","picture7.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","right",1,3,5,9
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",5,"picture8.jpg","picture2.jpg",NA,NA,"word8.aiff","picture8.jpg","picture2.jpg","right",0,1,8,12
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",6,"picture2.jpg","picture5.jpg",NA,NA,"word2.aiff","picture2.jpg","picture5.jpg","right",0,1,5,10
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",7,"picture5.jpg","picture3.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","left",1,2,6,10
"p603","kids","Exp1","Unstructured",2,1,"M",5.493150685,"Asian",NA,"no","phd","test",8,"picture4.jpg","picture3.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","right",1,4,6,11
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",1,"picture1.jpg","picture6.jpg","word6.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",2,"picture2.jpg","picture5.jpg","word2.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",3,"picture3.jpg","picture7.jpg","word7.aiff","word3.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",4,"picture4.jpg","picture8.jpg","word4.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",5,"picture7.jpg","picture2.jpg","word7.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",6,"picture8.jpg","picture1.jpg","word8.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",7,"picture6.jpg","picture3.jpg","word6.aiff","word3.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",8,"picture4.jpg","picture5.jpg","word5.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",9,"picture2.jpg","picture6.jpg","word2.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",10,"picture5.jpg","picture1.jpg","word1.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",11,"picture3.jpg","picture8.jpg","word3.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","training",12,"picture7.jpg","picture4.jpg","word4.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",1,"picture8.jpg","picture4.jpg",NA,NA,"word8.aiff","picture8.jpg","picture4.jpg","right",0,4,6,11
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",2,"picture1.jpg","picture8.jpg",NA,NA,"word1.aiff","picture1.jpg","picture8.jpg","right",0,1,6,10
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",3,"picture5.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture5.jpg","left",0,4,8,12
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",4,"picture6.jpg","picture2.jpg",NA,NA,"word6.aiff","picture6.jpg","picture2.jpg","right",0,1,7,9
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",5,"picture7.jpg","picture2.jpg",NA,NA,"word2.aiff","picture2.jpg","picture7.jpg","left",0,2,5,9
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",6,"picture5.jpg","picture1.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","left",1,2,8,10
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",7,"picture6.jpg","picture3.jpg",NA,NA,"word3.aiff","picture3.jpg","picture6.jpg","left",0,3,7,11
"p604","kids","Exp1","Unstructured",1,1,"M",6.410958904,"Hispanic or Latino",NA,"yes","bachelors","test",8,"picture3.jpg","picture7.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","right",1,3,5,12
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",1,"picture1.jpg","picture6.jpg","word6.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",2,"picture2.jpg","picture5.jpg","word2.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",3,"picture3.jpg","picture7.jpg","word7.aiff","word3.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",4,"picture4.jpg","picture8.jpg","word4.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",5,"picture7.jpg","picture2.jpg","word7.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",6,"picture8.jpg","picture1.jpg","word8.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",7,"picture6.jpg","picture3.jpg","word6.aiff","word3.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",8,"picture4.jpg","picture5.jpg","word5.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",9,"picture2.jpg","picture6.jpg","word2.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",10,"picture5.jpg","picture1.jpg","word1.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",11,"picture3.jpg","picture8.jpg","word3.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","training",12,"picture7.jpg","picture4.jpg","word4.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",1,"picture7.jpg","picture2.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","right",1,2,5,9
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",2,"picture6.jpg","picture3.jpg",NA,NA,"word3.aiff","picture3.jpg","picture6.jpg","left",0,3,7,11
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",3,"picture3.jpg","picture7.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","right",1,3,5,12
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",4,"picture6.jpg","picture2.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","left",1,1,7,9
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",5,"picture1.jpg","picture8.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","left",1,1,6,10
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",6,"picture5.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture5.jpg","left",0,4,8,12
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",7,"picture8.jpg","picture4.jpg",NA,NA,"word8.aiff","picture8.jpg","picture4.jpg","right",0,4,6,11
"p605","kids","Exp1","Unstructured",1,2,"M",5.260273973,"White",NA,"no","somecollege","test",8,"picture5.jpg","picture1.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","left",1,2,8,10
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",1,"picture2.jpg","picture8.jpg","word2.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",2,"picture4.jpg","picture5.jpg","word5.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",3,"picture1.jpg","picture7.jpg","word1.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",4,"picture6.jpg","picture3.jpg","word3.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",5,"picture7.jpg","picture2.jpg","word7.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",6,"picture5.jpg","picture3.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",7,"picture6.jpg","picture1.jpg","word6.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",8,"picture4.jpg","picture8.jpg","word8.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",9,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",10,"picture5.jpg","picture2.jpg","word2.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",11,"picture4.jpg","picture3.jpg","word3.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","training",12,"picture1.jpg","picture8.jpg","word8.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",1,"picture2.jpg","picture5.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","left",1,1,5,10
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",2,"picture1.jpg","picture6.jpg",NA,NA,"word6.aiff","picture6.jpg","picture1.jpg","left",0,4,7,9
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",3,"picture6.jpg","picture7.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","right",1,3,5,9
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",4,"picture8.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,2,8,11
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",5,"picture4.jpg","picture3.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","right",1,4,6,11
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",6,"picture8.jpg","picture2.jpg",NA,NA,"word8.aiff","picture8.jpg","picture8.jpg","left",1,1,8,12
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",7,"picture5.jpg","picture3.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","left",1,2,6,10
"p606","kids","Exp1","Unstructured",2,2,"M",6.920547945,"White",NA,"no","masters","test",8,"picture1.jpg","picture7.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","left",1,3,7,12
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",1,"picture2.jpg","picture8.jpg","word2.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",2,"picture4.jpg","picture5.jpg","word5.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",3,"picture1.jpg","picture7.jpg","word1.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",4,"picture6.jpg","picture3.jpg","word3.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",5,"picture7.jpg","picture2.jpg","word7.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",6,"picture5.jpg","picture3.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",7,"picture6.jpg","picture1.jpg","word6.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",8,"picture4.jpg","picture8.jpg","word8.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",9,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",10,"picture5.jpg","picture2.jpg","word2.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p607","kids","Exp1","Unstructured",2,1,"F",4,"Multi",NA,"yes",NA,"training",11,"picture4.jpg","picture3.jpg","word3.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
