"id","group","expLabels","condition","order","set","gender","age","race","engNative","ole","parentEd","trial_type","trial_index","image1","image2","sound1","sound2","sound","correct","selected_image","response_location","accuracy","firstPres","secondPres","thirdPres"
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",1,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","right",1,6,8,10
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",2,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","left",1,1,2,4
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",3,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture6.jpg","left",0,8,9,12
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",4,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","right",1,1,3,5
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",5,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,4,5,7
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",6,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","left",1,2,3,6
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",7,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","left",1,10,11,12
"p7021","kids","Exp2","Massed",2,2,"M",6.58630137,"White",NA,"no","masters","test",8,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","left",1,7,9,11
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",2,"picture2.jpg","picture3.jpg","word3.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",3,"picture3.jpg","picture1.jpg","word3.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",4,"picture2.jpg","picture4.jpg","word2.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",5,"picture4.jpg","picture1.jpg","word1.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",6,"picture3.jpg","picture5.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",7,"picture4.jpg","picture6.jpg","word4.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",8,"picture5.jpg","picture8.jpg","word5.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",9,"picture8.jpg","picture6.jpg","word8.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",10,"picture7.jpg","picture5.jpg","word7.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",11,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",1,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","left",1,7,9,11
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",2,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","right",1,6,8,10
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",3,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture1.jpg","right",0,2,3,6
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",4,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture6.jpg","left",0,8,9,12
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",5,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","right",1,1,3,5
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",6,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","left",1,1,2,4
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",7,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture5.jpg","right",0,10,11,12
"p7022","kids","Exp2","Massed",2,2,"M",7.616438356,"Black or African American",NA,"no","somecollege","test",8,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,4,5,7
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",2,"picture2.jpg","picture3.jpg","word3.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",3,"picture3.jpg","picture1.jpg","word3.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",4,"picture2.jpg","picture4.jpg","word2.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",5,"picture4.jpg","picture1.jpg","word1.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",6,"picture3.jpg","picture5.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",7,"picture4.jpg","picture6.jpg","word4.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",8,"picture5.jpg","picture8.jpg","word5.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",9,"picture8.jpg","picture6.jpg","word8.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",10,"picture7.jpg","picture5.jpg","word7.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",11,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",1,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","left",1,2,3,6
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",2,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture8.jpg","right",1,8,9,12
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",3,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","left",1,1,2,4
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",4,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","right",1,6,8,10
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",5,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","left",1,7,9,11
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",6,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","right",1,1,3,5
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",7,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","left",1,10,11,12
"p7024","kids","Exp2","Massed",2,2,"F",5.194520548,"White",NA,"no","bachelors","test",8,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,4,5,7
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",2,"picture2.jpg","picture3.jpg","word3.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",3,"picture3.jpg","picture1.jpg","word3.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",4,"picture2.jpg","picture4.jpg","word2.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",5,"picture4.jpg","picture1.jpg","word1.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",6,"picture3.jpg","picture5.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",7,"picture4.jpg","picture6.jpg","word4.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",8,"picture5.jpg","picture8.jpg","word5.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",9,"picture8.jpg","picture6.jpg","word8.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",10,"picture7.jpg","picture5.jpg","word7.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",11,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",1,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture6.jpg","left",0,8,9,12
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",2,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,4,5,7
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",3,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","left",1,1,2,4
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",4,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture5.jpg","right",0,10,11,12
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",5,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","right",1,1,3,5
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",6,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","left",1,2,3,6
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",7,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture8.jpg","left",0,6,8,10
"p7025","kids","Exp2","Massed",2,2,"F",7.452054795,"White",NA,"no","somecollege","test",8,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture7.jpg","right",0,7,9,11
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",2,"picture2.jpg","picture3.jpg","word3.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",3,"picture3.jpg","picture1.jpg","word3.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",4,"picture2.jpg","picture4.jpg","word2.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",5,"picture4.jpg","picture1.jpg","word1.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",6,"picture3.jpg","picture5.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",7,"picture4.jpg","picture6.jpg","word4.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",8,"picture5.jpg","picture8.jpg","word5.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",9,"picture8.jpg","picture6.jpg","word8.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",10,"picture7.jpg","picture5.jpg","word7.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",11,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",1,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture8.jpg","right",1,8,9,12
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",2,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture2.jpg","left",1,1,2,4
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",3,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,4,5,7
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",4,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","left",1,10,11,12
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",5,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","left",1,7,9,11
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",6,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","left",1,2,3,6
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",7,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","right",1,6,8,10
"p7026","kids","Exp2","Massed",2,2,"F",6.115068493,"White",NA,"no","highschool","test",8,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture4.jpg","left",0,1,3,5
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",2,"picture2.jpg","picture3.jpg","word3.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",3,"picture3.jpg","picture1.jpg","word3.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",4,"picture2.jpg","picture4.jpg","word2.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",5,"picture4.jpg","picture1.jpg","word1.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",6,"picture3.jpg","picture5.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",7,"picture4.jpg","picture6.jpg","word4.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",8,"picture5.jpg","picture8.jpg","word5.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",9,"picture8.jpg","picture6.jpg","word8.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",10,"picture7.jpg","picture5.jpg","word7.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",11,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",1,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture2.jpg","left",0,4,5,7
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",2,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture5.jpg","right",1,6,8,10
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",3,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture1.jpg","right",0,2,3,6
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",4,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture5.jpg","right",0,10,11,12
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",5,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture8.jpg","right",1,8,9,12
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",6,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture3.jpg","right",0,1,2,4
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",7,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","right",1,1,3,5
"p7027","kids","Exp2","Massed",2,2,"F",4.071232877,"Multi",NA,"no","highschool","test",8,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture7.jpg","right",0,7,9,11
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",2,"picture2.jpg","picture3.jpg","word3.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",3,"picture3.jpg","picture1.jpg","word3.aiff","word1.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",4,"picture2.jpg","picture4.jpg","word2.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",5,"picture4.jpg","picture1.jpg","word1.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",6,"picture3.jpg","picture5.jpg","word3.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",7,"picture4.jpg","picture6.jpg","word4.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",8,"picture5.jpg","picture8.jpg","word5.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",9,"picture8.jpg","picture6.jpg","word8.aiff","word6.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",10,"picture7.jpg","picture5.jpg","word7.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",11,"picture6.jpg","picture7.jpg","word6.aiff","word7.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","training",12,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",1,"picture6.jpg","picture7.jpg",NA,NA,"word6.aiff","picture6.jpg","picture6.jpg","left",1,7,9,11
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",2,"picture6.jpg","picture8.jpg",NA,NA,"word8.aiff","picture8.jpg","picture8.jpg","right",1,8,9,12
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",3,"picture2.jpg","picture4.jpg",NA,NA,"word4.aiff","picture4.jpg","picture4.jpg","right",1,4,5,7
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",4,"picture8.jpg","picture5.jpg",NA,NA,"word5.aiff","picture5.jpg","picture8.jpg","left",0,6,8,10
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",5,"picture2.jpg","picture3.jpg",NA,NA,"word2.aiff","picture2.jpg","picture3.jpg","right",0,1,2,4
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",6,"picture4.jpg","picture1.jpg",NA,NA,"word1.aiff","picture1.jpg","picture1.jpg","right",1,1,3,5
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",7,"picture3.jpg","picture1.jpg",NA,NA,"word3.aiff","picture3.jpg","picture3.jpg","left",1,2,3,6
"p7028","kids","Exp2","Massed",2,2,"F",6.482191781,"White",NA,"no","highschool","test",8,"picture7.jpg","picture5.jpg",NA,NA,"word7.aiff","picture7.jpg","picture7.jpg","left",1,10,11,12
"p7029","kids","Exp2","Interleaved",1,1,"F",7.487671233,"Asian",NA,"yes","masters","training",1,"picture1.jpg","picture2.jpg","word1.aiff","word2.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7029","kids","Exp2","Interleaved",1,1,"F",7.487671233,"Asian",NA,"yes","masters","training",2,"picture3.jpg","picture4.jpg","word3.aiff","word4.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7029","kids","Exp2","Interleaved",1,1,"F",7.487671233,"Asian",NA,"yes","masters","training",3,"picture6.jpg","picture5.jpg","word6.aiff","word5.aiff",NA,NA,NA,NA,NA,NA,NA,NA
"p7029","kids","Exp2","Interleaved",1,1,"F",7.487671233,"Asian",NA,"yes","masters","training",4,"picture7.jpg","picture8.jpg","word7.aiff","word8.aiff",NA,NA,NA,NA,NA,NA,NA,NA
